skill,city,sector,mention_count,week_over_week_change,month_over_month_change,direction,gov_training_seats,gov_courses,has_gov_course,snapshot_date
Manual Testing,Delhi,All,118,-19,-64,declining,0,[],f,2026-03-06 03:15:31.385408+00
React/Next.js,Raipur,All,118,20,65,rising,4622,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.692306+00
Tableau/Power BI,Indore,All,118,11,51,rising,3605,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.464241+00
Machine Learning,Guwahati,All,118,37,122,rising,3008,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.701626+00
DevOps/CI-CD,Rajkot,All,118,15,65,rising,2416,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.617976+00
LLM Fine-Tuning,Mysuru,All,118,34,112,rising,0,[],f,2026-03-06 03:15:31.596229+00
DevOps/CI-CD,Jodhpur,All,117,20,70,rising,637,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.628569+00
LLM Fine-Tuning,Guwahati,All,117,27,105,rising,0,[],f,2026-03-06 03:15:31.701888+00
Agile/Scrum,Agra,All,117,7,37,rising,863,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.715367+00
Prompt Engineering,Hubli,All,117,42,147,rising,0,[],f,2026-03-06 03:15:31.669083+00
Voice Support,Bangalore,All,117,-26,-103,declining,0,[],f,2026-03-06 03:15:31.395084+00
Computer Vision,Nagpur,All,117,23,78,rising,0,[],f,2026-03-06 03:15:31.452075+00
Legacy COBOL,Mysuru,All,117,-8,-28,declining,0,[],f,2026-03-06 03:15:31.604016+00
Product Management,Surat,All,116,19,54,rising,0,[],f,2026-03-06 03:15:31.536383+00
Telemarketing,Mysuru,All,116,-27,-89,declining,0,[],f,2026-03-06 03:15:31.603381+00
Blockchain,Varanasi,All,115,7,32,rising,0,[],f,2026-03-06 03:15:31.726541+00
Data Entry,Raipur,All,115,-27,-82,declining,0,[],f,2026-03-06 03:15:31.695642+00
Dreamweaver,Surat,All,115,-9,-24,declining,0,[],f,2026-03-06 03:15:31.542303+00
Blockchain,Jodhpur,All,115,8,33,rising,0,[],f,2026-03-06 03:15:31.631561+00
Manual Testing,Indore,All,115,-22,-67,declining,0,[],f,2026-03-06 03:15:31.466318+00
Natural Language Processing,Delhi,All,114,36,124,rising,0,[],f,2026-03-06 03:15:31.382711+00
Tally Accounting,Chandigarh,All,113,-14,-44,declining,0,[],f,2026-03-06 03:15:31.559448+00
Print Media Design,Dehradun,All,113,-14,-46,declining,0,[],f,2026-03-06 03:15:31.655925+00
Network Cabling,Mysuru,All,113,-8,-25,declining,0,[],f,2026-03-06 03:15:31.604532+00
Cloud Computing (AWS),Nagpur,All,113,22,85,rising,2463,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.451349+00
AI-assisted Content Moderation,Jaipur,All,112,79,279,rising,0,[],f,2026-03-06 03:15:31.483651+00
UI/UX Design,Nashik,All,111,14,52,rising,1199,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.495193+00
Shorthand,Kochi,All,111,-32,-107,declining,0,[],f,2026-03-06 03:15:31.572926+00
Kubernetes/Docker,Guwahati,All,111,20,68,rising,0,[],f,2026-03-06 03:15:31.703993+00
Blockchain,Thiruvananthapuram,All,111,15,40,rising,0,[],f,2026-03-06 03:15:31.589124+00
Dreamweaver,Varanasi,All,110,-5,-20,declining,0,[],f,2026-03-06 03:15:31.731611+00
Basic Excel,Nashik,All,110,-12,-49,declining,0,[],f,2026-03-06 03:15:31.497138+00
Blockchain,Mysuru,All,110,15,40,rising,0,[],f,2026-03-06 03:15:31.599932+00
Cold Calling,Bangalore,All,109,-25,-75,declining,0,[],f,2026-03-06 03:15:31.396557+00
LLM Fine-Tuning,Varanasi,All,108,32,110,rising,0,[],f,2026-03-06 03:15:31.7227+00
Cloud Computing (AWS),Agra,All,108,30,93,rising,3965,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.711824+00
DevOps/CI-CD,Chennai,All,108,25,75,rising,299,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.411999+00
Desktop Publishing,Mangaluru,All,108,-12,-54,declining,0,[],f,2026-03-06 03:15:31.666816+00
Legacy COBOL,Coimbatore,All,108,-6,-26,declining,0,[],f,2026-03-06 03:15:31.479551+00
Desktop Publishing,Delhi,All,107,-17,-59,declining,0,[],f,2026-03-06 03:15:31.387608+00
Hardware Troubleshooting,Ranchi,All,107,-4,-26,declining,0,[],f,2026-03-06 03:15:31.646697+00
Traditional SEO,Tiruchirappalli,All,107,-5,-30,declining,0,[],f,2026-03-06 03:15:31.687229+00
Kubernetes/Docker,Bangalore,All,107,20,68,rising,0,[],f,2026-03-06 03:15:31.393288+00
Prompt Engineering,Delhi,All,106,41,146,rising,0,[],f,2026-03-06 03:15:31.37979+00
Manual Bookkeeping,Madurai,All,106,-19,-59,declining,0,[],f,2026-03-06 03:15:31.612924+00
Print Media Design,Chennai,All,106,-13,-45,declining,0,[],f,2026-03-06 03:15:31.417792+00
Tally Accounting,Guwahati,All,105,-13,-43,declining,0,[],f,2026-03-06 03:15:31.706957+00
Shorthand,Pune,All,105,-32,-107,declining,0,[],f,2026-03-06 03:15:31.4397+00
Cold Calling,Surat,All,105,-15,-65,declining,0,[],f,2026-03-06 03:15:31.53899+00
Kubernetes/Docker,Agra,All,104,16,64,rising,0,[],f,2026-03-06 03:15:31.714344+00
UI/UX Design,Mumbai,All,103,12,50,rising,2627,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.372798+00
PHP Development,Guwahati,All,103,-12,-47,declining,0,[],f,2026-03-06 03:15:31.707232+00
Legacy COBOL,Bangalore,All,103,-5,-25,declining,0,[],f,2026-03-06 03:15:31.398552+00
Desktop Publishing,Chennai,All,102,-12,-54,declining,0,[],f,2026-03-06 03:15:31.41804+00
Hardware Troubleshooting,Pune,All,102,-12,-34,declining,0,[],f,2026-03-06 03:15:31.439223+00
Traditional SEO,Siliguri,All,102,-8,-33,declining,0,[],f,2026-03-06 03:15:31.750103+00
Prompt Engineering,Agra,All,102,46,151,rising,0,[],f,2026-03-06 03:15:31.71113+00
Traditional SEO,Ranchi,All,102,-15,-40,declining,0,[],f,2026-03-06 03:15:31.645207+00
Traditional SEO,Lucknow,All,101,-13,-38,declining,0,[],f,2026-03-06 03:15:31.508802+00
Salesforce,Pune,All,101,10,38,rising,1428,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.435031+00
Voice Support,Jabalpur,All,100,-28,-105,declining,0,[],f,2026-03-06 03:15:31.737221+00
Hardware Troubleshooting,Hubli,All,100,-7,-29,declining,0,[],f,2026-03-06 03:15:31.678336+00
Agile/Scrum,Varanasi,All,100,13,43,rising,3499,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.726021+00
Kubernetes/Docker,Mumbai,All,100,18,66,rising,0,[],f,2026-03-06 03:15:31.372261+00
Hardware Troubleshooting,Guwahati,All,99,-13,-35,declining,0,[],f,2026-03-06 03:15:31.70993+00
Prompt Engineering,Visakhapatnam,All,99,47,152,rising,0,[],f,2026-03-06 03:15:31.573786+00
Print Media Design,Hubli,All,99,-16,-48,declining,0,[],f,2026-03-06 03:15:31.677062+00
Legacy COBOL,Mumbai,All,99,-10,-30,declining,0,[],f,2026-03-06 03:15:31.37817+00
Data Entry,Delhi,All,98,-17,-72,declining,0,[],f,2026-03-06 03:15:31.385156+00
Basic Excel,Jaipur,All,98,-12,-49,declining,0,[],f,2026-03-06 03:15:31.487051+00
Machine Learning,Delhi,All,98,35,120,rising,552,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.380788+00
AI-assisted Content Moderation,Tiruchirappalli,All,98,84,284,rising,0,[],f,2026-03-06 03:15:31.682304+00
Data Engineering,Bhopal,All,98,29,89,rising,3171,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.514698+00
Cloud Computing (AWS),Visakhapatnam,All,97,24,87,rising,1348,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.57453+00
Python for Data,Indore,All,96,28,101,rising,1853,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.461172+00
React/Next.js,Madurai,All,96,19,64,rising,4462,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.607653+00
Data Engineering,Nashik,All,95,28,88,rising,1300,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.494456+00
Natural Language Processing,Raipur,All,95,33,121,rising,0,[],f,2026-03-06 03:15:31.693089+00
LLM Fine-Tuning,Delhi,All,95,35,113,rising,0,[],f,2026-03-06 03:15:31.381029+00
PHP Development,Chandigarh,All,94,-19,-54,declining,0,[],f,2026-03-06 03:15:31.559705+00
Manual Testing,Chennai,All,94,-19,-64,declining,0,[],f,2026-03-06 03:15:31.415683+00
VB.NET,Indore,All,93,-9,-36,declining,0,[],f,2026-03-06 03:15:31.470417+00
Cloud Computing (AWS),Coimbatore,All,93,26,89,rising,1539,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.471624+00
Natural Language Processing,Indore,All,92,39,127,rising,0,[],f,2026-03-06 03:15:31.463464+00
Copy Typing,Jabalpur,All,92,-24,-94,declining,0,[],f,2026-03-06 03:15:31.73911+00
Manual Testing,Patna,All,91,-17,-62,declining,0,[],f,2026-03-06 03:15:31.548428+00
UI/UX Design,Chennai,All,91,12,50,rising,2369,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.413975+00
DevOps/CI-CD,Thiruvananthapuram,All,91,18,68,rising,2963,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.586106+00
Kubernetes/Docker,Bhopal,All,91,17,65,rising,0,[],f,2026-03-06 03:15:31.514959+00
VB.NET,Dehradun,All,90,-11,-38,declining,0,[],f,2026-03-06 03:15:31.658081+00
Cybersecurity,Mangaluru,All,90,30,98,rising,2328,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.661055+00
Shorthand,Delhi,All,89,-31,-106,declining,0,[],f,2026-03-06 03:15:31.389085+00
Natural Language Processing,Agra,All,89,36,124,rising,0,[],f,2026-03-06 03:15:31.71384+00
Voice Support,Kolkata,All,89,-27,-104,declining,0,[],f,2026-03-06 03:15:31.425386+00
Legacy COBOL,Surat,All,88,-5,-25,declining,0,[],f,2026-03-06 03:15:31.541039+00
Agile/Scrum,Raipur,All,88,11,41,rising,4522,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.694636+00
AI-assisted Content Moderation,Mysuru,All,88,82,282,rising,0,[],f,2026-03-06 03:15:31.597445+00
AI Quality Review,Mangaluru,All,87,40,135,rising,0,[],f,2026-03-06 03:15:31.658853+00
Cybersecurity,Kolkata,All,87,26,94,rising,3084,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.422527+00
Hardware Troubleshooting,Coimbatore,All,87,-10,-32,declining,0,[],f,2026-03-06 03:15:31.479795+00
Computer Vision,Visakhapatnam,All,87,21,76,rising,0,[],f,2026-03-06 03:15:31.575296+00
VB.NET,Mysuru,All,87,-8,-35,declining,0,[],f,2026-03-06 03:15:31.605056+00
Salesforce,Jabalpur,All,87,15,43,rising,1539,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.736675+00
Manual Testing,Chandigarh,All,87,-23,-68,declining,0,[],f,2026-03-06 03:15:31.558926+00
UI/UX Design,Siliguri,All,86,11,49,rising,390,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.746505+00
Python for Data,Varanasi,All,86,25,98,rising,388,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.721915+00
Data Entry,Ahmedabad,All,86,-18,-73,declining,0,[],f,2026-03-06 03:15:31.445722+00
Voice Support,Mysuru,All,85,-30,-107,declining,0,[],f,2026-03-06 03:15:31.600195+00
Dreamweaver,Chennai,All,85,-4,-19,declining,0,[],f,2026-03-06 03:15:31.420066+00
Legacy COBOL,Lucknow,All,84,-9,-29,declining,0,[],f,2026-03-06 03:15:31.510059+00
Legacy COBOL,Varanasi,All,84,-6,-26,declining,0,[],f,2026-03-06 03:15:31.730381+00
UI/UX Design,Ranchi,All,84,17,55,rising,3845,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.641438+00
Traditional SEO,Ahmedabad,All,83,-14,-39,declining,0,[],f,2026-03-06 03:15:31.44773+00
Cybersecurity,Delhi,All,83,26,94,rising,1403,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.38204+00
Desktop Publishing,Agra,All,83,-16,-58,declining,0,[],f,2026-03-06 03:15:31.71915+00
Prompt Engineering,Nagpur,All,82,47,152,rising,0,[],f,2026-03-06 03:15:31.450507+00
Cloud Computing (AWS),Jabalpur,All,82,24,87,rising,208,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.732647+00
Manual Bookkeeping,Hyderabad,All,81,-20,-60,declining,0,[],f,2026-03-06 03:15:31.407038+00
Desktop Publishing,Siliguri,All,81,-21,-63,declining,0,[],f,2026-03-06 03:15:31.750608+00
Python for Data,Patna,All,81,34,107,rising,3353,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.543088+00
PHP Development,Ranchi,All,81,-12,-47,declining,0,[],f,2026-03-06 03:15:31.644074+00
Tableau/Power BI,Nagpur,All,80,13,53,rising,3039,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.454084+00
DevOps/CI-CD,Lucknow,All,79,22,72,rising,3354,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.503347+00
Desktop Publishing,Ranchi,All,79,-17,-59,declining,0,[],f,2026-03-06 03:15:31.64569+00
Filing/Clerical,Nashik,All,79,-23,-70,declining,0,[],f,2026-03-06 03:15:31.499647+00
Basic Excel,Thiruvananthapuram,All,79,-17,-54,declining,0,[],f,2026-03-06 03:15:31.590459+00
Network Cabling,Jodhpur,All,78,-7,-24,declining,0,[],f,2026-03-06 03:15:31.63644+00
Computer Vision,Thiruvananthapuram,All,78,24,79,rising,0,[],f,2026-03-06 03:15:31.58583+00
Filing/Clerical,Hyderabad,All,78,-21,-68,declining,0,[],f,2026-03-06 03:15:31.408385+00
Filing/Clerical,Bangalore,All,77,-18,-65,declining,0,[],f,2026-03-06 03:15:31.398309+00
Basic Excel,Varanasi,All,77,-14,-51,declining,0,[],f,2026-03-06 03:15:31.727584+00
AI-assisted Content Moderation,Hubli,All,77,85,285,rising,0,[],f,2026-03-06 03:15:31.671768+00
Agile/Scrum,Bhopal,All,76,17,47,rising,1754,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.515928+00
Salesforce,Kolkata,All,76,15,43,rising,2962,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.424891+00
Natural Language Processing,Bangalore,All,76,36,124,rising,0,[],f,2026-03-06 03:15:31.392761+00
Machine Learning,Jabalpur,All,76,36,121,rising,136,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.732927+00
VB.NET,Nashik,All,75,-11,-38,declining,0,[],f,2026-03-06 03:15:31.500872+00
Cold Calling,Nashik,All,75,-15,-65,declining,0,[],f,2026-03-06 03:15:31.497895+00
VB.NET,Coimbatore,All,74,-12,-39,declining,0,[],f,2026-03-06 03:15:31.480589+00
Blockchain,Kochi,All,74,15,40,rising,0,[],f,2026-03-06 03:15:31.568372+00
Kubernetes/Docker,Hyderabad,All,74,19,67,rising,0,[],f,2026-03-06 03:15:31.403382+00
Computer Vision,Vadodara,All,73,23,78,rising,0,[],f,2026-03-06 03:15:31.523235+00
Data Engineering,Hubli,All,73,22,82,rising,1761,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.672291+00
AI Quality Review,Varanasi,All,72,41,136,rising,0,[],f,2026-03-06 03:15:31.721666+00
Filing/Clerical,Delhi,All,72,-14,-61,declining,0,[],f,2026-03-06 03:15:31.388106+00
Legacy COBOL,Jodhpur,All,72,-7,-27,declining,0,[],f,2026-03-06 03:15:31.635739+00
Tableau/Power BI,Siliguri,All,72,19,59,rising,4848,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.746266+00
Kubernetes/Docker,Nashik,All,72,15,63,rising,0,[],f,2026-03-06 03:15:31.494707+00
Tableau/Power BI,Pune,All,71,21,61,rising,2194,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.433999+00
Data Entry,Hubli,All,71,-18,-73,declining,0,[],f,2026-03-06 03:15:31.674749+00
Python for Data,Raipur,All,70,34,107,rising,797,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.690719+00
Basic Excel,Raipur,All,70,-10,-47,declining,0,[],f,2026-03-06 03:15:31.696171+00
Data Engineering,Indore,All,70,28,88,rising,340,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.463732+00
Copy Typing,Dehradun,All,70,-26,-96,declining,0,[],f,2026-03-06 03:15:31.655133+00
Telemarketing,Tiruchirappalli,All,69,-30,-92,declining,0,[],f,2026-03-06 03:15:31.687987+00
Prompt Engineering,Kolkata,All,69,38,143,rising,0,[],f,2026-03-06 03:15:31.420307+00
DevOps/CI-CD,Ahmedabad,All,68,18,68,rising,2156,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.442262+00
Agile/Scrum,Mangaluru,All,67,15,45,rising,4497,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.663205+00
Cloud Computing (AWS),Siliguri,All,67,29,92,rising,4571,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.743516+00
Kubernetes/Docker,Siliguri,All,67,23,71,rising,0,[],f,2026-03-06 03:15:31.746022+00
Data Engineering,Jabalpur,All,66,25,85,rising,2398,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.735106+00
Desktop Publishing,Lucknow,All,65,-15,-57,declining,0,[],f,2026-03-06 03:15:31.509309+00
Telemarketing,Lucknow,All,65,-22,-84,declining,0,[],f,2026-03-06 03:15:31.509564+00
Dreamweaver,Thiruvananthapuram,All,65,-3,-18,declining,0,[],f,2026-03-06 03:15:31.594688+00
Tally Accounting,Kolkata,All,64,-13,-43,declining,0,[],f,2026-03-06 03:15:31.426392+00
Cybersecurity,Hyderabad,All,64,23,91,rising,971,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.402413+00
Natural Language Processing,Mysuru,All,64,39,127,rising,0,[],f,2026-03-06 03:15:31.597691+00
Prompt Engineering,Kochi,All,63,46,151,rising,0,[],f,2026-03-06 03:15:31.563453+00
VB.NET,Ahmedabad,All,63,-14,-41,declining,0,[],f,2026-03-06 03:15:31.449995+00
Network Cabling,Surat,All,63,-6,-23,declining,0,[],f,2026-03-06 03:15:31.541541+00
Manual Bookkeeping,Rajkot,All,63,-15,-55,declining,0,[],f,2026-03-06 03:15:31.623524+00
Cybersecurity,Chandigarh,All,62,26,94,rising,3380,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.555508+00
Blockchain,Delhi,All,62,14,39,rising,0,[],f,2026-03-06 03:15:31.384666+00
Voice Support,Tiruchirappalli,All,62,-26,-103,declining,0,[],f,2026-03-06 03:15:31.684876+00
Voice Support,Thiruvananthapuram,All,62,-29,-106,declining,0,[],f,2026-03-06 03:15:31.589384+00
Hardware Troubleshooting,Tiruchirappalli,All,62,-7,-29,declining,0,[],f,2026-03-06 03:15:31.688743+00
AI-assisted Content Moderation,Vadodara,All,61,84,284,rising,0,[],f,2026-03-06 03:15:31.524218+00
LLM Fine-Tuning,Hubli,All,61,36,114,rising,0,[],f,2026-03-06 03:15:31.670331+00
Natural Language Processing,Hubli,All,61,33,121,rising,0,[],f,2026-03-06 03:15:31.672021+00
Tally Accounting,Madurai,All,61,-12,-42,declining,0,[],f,2026-03-06 03:15:31.611927+00
Agile/Scrum,Coimbatore,All,60,8,38,rising,4868,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.47507+00
Network Cabling,Nagpur,All,60,-8,-25,declining,0,[],f,2026-03-06 03:15:31.459638+00
Network Cabling,Guwahati,All,60,-8,-25,declining,0,[],f,2026-03-06 03:15:31.710174+00
Traditional SEO,Patna,All,59,-8,-33,declining,0,[],f,2026-03-06 03:15:31.550419+00
Tableau/Power BI,Madurai,All,59,21,61,rising,100,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.609357+00
Filing/Clerical,Patna,All,59,-22,-69,declining,0,[],f,2026-03-06 03:15:31.551426+00
Data Entry,Visakhapatnam,All,59,-17,-72,declining,0,[],f,2026-03-06 03:15:31.579195+00
Product Management,Agra,All,58,12,47,rising,0,[],f,2026-03-06 03:15:31.715117+00
Data Engineering,Dehradun,All,57,20,80,rising,1672,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.651169+00
Desktop Publishing,Varanasi,All,56,-12,-54,declining,0,[],f,2026-03-06 03:15:31.72963+00
VB.NET,Jaipur,All,56,-11,-38,declining,0,[],f,2026-03-06 03:15:31.490774+00
Dreamweaver,Mysuru,All,55,-5,-20,declining,0,[],f,2026-03-06 03:15:31.605309+00
Natural Language Processing,Dehradun,All,55,38,126,rising,0,[],f,2026-03-06 03:15:31.650912+00
Legacy COBOL,Nashik,All,54,-13,-33,declining,0,[],f,2026-03-06 03:15:31.499872+00
LLM Fine-Tuning,Rajkot,All,54,32,110,rising,0,[],f,2026-03-06 03:15:31.617304+00
Computer Vision,Rajkot,All,54,21,76,rising,0,[],f,2026-03-06 03:15:31.617699+00
Manual Testing,Vadodara,All,54,-16,-61,declining,0,[],f,2026-03-06 03:15:31.527334+00
Cybersecurity,Bangalore,All,54,32,100,rising,2184,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.392267+00
Machine Learning,Kolkata,All,53,37,122,rising,1657,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.421277+00
Data Entry,Jabalpur,All,53,-20,-75,declining,0,[],f,2026-03-06 03:15:31.737509+00
Filing/Clerical,Visakhapatnam,All,53,-14,-61,declining,0,[],f,2026-03-06 03:15:31.582346+00
DevOps/CI-CD,Kolkata,All,53,24,74,rising,2888,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.422015+00
Tally Accounting,Jaipur,All,53,-17,-47,declining,0,[],f,2026-03-06 03:15:31.487297+00
Kubernetes/Docker,Mysuru,All,52,23,71,rising,0,[],f,2026-03-06 03:15:31.598184+00
Blockchain,Guwahati,All,51,11,36,rising,0,[],f,2026-03-06 03:15:31.705543+00
Kubernetes/Docker,Tiruchirappalli,All,51,16,64,rising,0,[],f,2026-03-06 03:15:31.683105+00
Agile/Scrum,Hyderabad,All,51,10,40,rising,3332,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.404361+00
Tally Accounting,Coimbatore,All,51,-16,-46,declining,0,[],f,2026-03-06 03:15:31.476966+00
Dreamweaver,Raipur,All,50,-5,-20,declining,0,[],f,2026-03-06 03:15:31.700346+00
Cloud Computing (AWS),Vadodara,All,50,30,93,rising,3530,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.522498+00
Shorthand,Bhopal,All,50,-26,-101,declining,0,[],f,2026-03-06 03:15:31.520991+00
